  Frequency             V(V4:+,V4:-)          V(R2:1,V4:-)          V(R2:2,V3:-)         
  1.815515662773e+00  8.500000000000e+00  4.206023350427e-02  8.345924500959e+00  
  1.819700858610e+00  8.500000000000e+00  4.206157982344e-02  8.345924461036e+00  
  1.823895702320e+00  8.500000000000e+00  4.206293231352e-02  8.345924420928e+00  
  1.828100216143e+00  8.500000000000e+00  4.206429100260e-02  8.345924380636e+00  
  1.832314422371e+00  8.500000000000e+00  4.206565591889e-02  8.345924340157e+00  
  1.836538343348e+00  8.500000000000e+00  4.206702709073e-02  8.345924299492e+00  
  1.840772001469e+00  8.500000000000e+00  4.206840454658e-02  8.345924258638e+00  
  1.845015419179e+00  8.500000000000e+00  4.206978831503e-02  8.345924217597e+00  
  1.849268618978e+00  8.500000000000e+00  4.207117842481e-02  8.345924176365e+00  
  1.853531623415e+00  8.500000000000e+00  4.207257490478e-02  8.345924134944e+00  
  1.857804455092e+00  8.500000000000e+00  4.207397778390e-02  8.345924093331e+00  
  1.862087136663e+00  8.500000000000e+00  4.207538709129e-02  8.345924051526e+00  
  1.866379690835e+00  8.500000000000e+00  4.207680285618e-02  8.345924009529e+00  
  1.870682140366e+00  8.500000000000e+00  4.207822510796e-02  8.345923967337e+00  
  1.874994508067e+00  8.500000000000e+00  4.207965387612e-02  8.345923924951e+00  
  1.879316816803e+00  8.500000000000e+00  4.208108919030e-02  8.345923882369e+00  
  1.883649089490e+00  8.500000000000e+00  4.208253108027e-02  8.345923839590e+00  
  1.887991349096e+00  8.500000000000e+00  4.208397957592e-02  8.345923796614e+00  
  1.892343618645e+00  8.500000000000e+00  4.208543470729e-02  8.345923753440e+00  
  1.896705921211e+00  8.500000000000e+00  4.208689650456e-02  8.345923710066e+00  
  1.901078279923e+00  8.500000000000e+00  4.208836499802e-02  8.345923666492e+00  
  1.905460717963e+00  8.500000000000e+00  4.208984021812e-02  8.345923622717e+00  
  1.909853258566e+00  8.500000000000e+00  4.209132219543e-02  8.345923578740e+00  
  1.914255925021e+00  8.500000000000e+00  4.209281096067e-02  8.345923534560e+00  
  1.918668740670e+00  8.500000000000e+00  4.209430654469e-02  8.345923490177e+00  
  1.923091728910e+00  8.500000000000e+00  4.209580897847e-02  8.345923445588e+00  
  1.927524913191e+00  8.500000000000e+00  4.209731829314e-02  8.345923400793e+00  
  1.931968317017e+00  8.500000000000e+00  4.209883451998e-02  8.345923355792e+00  
  1.936421963947e+00  8.500000000000e+00  4.210035769038e-02  8.345923310583e+00  
  1.940885877593e+00  8.500000000000e+00  4.210188783590e-02  8.345923265165e+00  
  1.945360081623e+00  8.500000000000e+00  4.210342498822e-02  8.345923219538e+00  
  1.949844599758e+00  8.500000000000e+00  4.210496917918e-02  8.345923173700e+00  
  1.954339455775e+00  8.500000000000e+00  4.210652044073e-02  8.345923127650e+00  
  1.958844673506e+00  8.500000000000e+00  4.210807880501e-02  8.345923081388e+00  
  1.963360276836e+00  8.500000000000e+00  4.210964430426e-02  8.345923034912e+00  
  1.967886289707e+00  8.500000000000e+00  4.211121697089e-02  8.345922988222e+00  
  1.972422736115e+00  8.500000000000e+00  4.211279683745e-02  8.345922941316e+00  
  1.976969640112e+00  8.500000000000e+00  4.211438393663e-02  8.345922894194e+00  
  1.981527025805e+00  8.500000000000e+00  4.211597830127e-02  8.345922846854e+00  
  1.986094917357e+00  8.500000000000e+00  4.211757996435e-02  8.345922799296e+00  
  1.990673338987e+00  8.500000000000e+00  4.211918895900e-02  8.345922751518e+00  
  1.995262314969e+00  8.500000000000e+00  4.212080531851e-02  8.345922703520e+00  
  1.999861869633e+00  8.500000000000e+00  4.212242907631e-02  8.345922655300e+00  
  2.004472027365e+00  8.500000000000e+00  4.212406026596e-02  8.345922606858e+00  
  2.009092812609e+00  8.500000000000e+00  4.212569892121e-02  8.345922558192e+00  
  2.013724249862e+00  8.500000000000e+00  4.212734507593e-02  8.345922509301e+00  
  2.018366363682e+00  8.500000000000e+00  4.212899876414e-02  8.345922460185e+00  
  2.023019178678e+00  8.500000000000e+00  4.213066002003e-02  8.345922410842e+00  
  2.027682719521e+00  8.500000000000e+00  4.213232887794e-02  8.345922361271e+00  
  2.032357010936e+00  8.500000000000e+00  4.213400537235e-02  8.345922311472e+00  
  2.037042077706e+00  8.500000000000e+00  4.213568953789e-02  8.345922261442e+00  
  2.041737944669e+00  8.500000000000e+00  4.213738140937e-02  8.345922211182e+00  
  2.046444636725e+00  8.500000000000e+00  4.213908102173e-02  8.345922160689e+00  
  2.051162178826e+00  8.500000000000e+00  4.214078841008e-02  8.345922109964e+00  
  2.055890595984e+00  8.500000000000e+00  4.214250360969e-02  8.345922059004e+00  
  2.060629913270e+00  8.500000000000e+00  4.214422665596e-02  8.345922007810e+00  
  2.065380155810e+00  8.500000000000e+00  4.214595758448e-02  8.345921956379e+00  
  2.070141348791e+00  8.500000000000e+00  4.214769643098e-02  8.345921904710e+00  
  2.074913517455e+00  8.500000000000e+00  4.214944323135e-02  8.345921852803e+00  
  2.079696687104e+00  8.500000000000e+00  4.215119802165e-02  8.345921800657e+00  
  2.084490883097e+00  8.500000000000e+00  4.215296083810e-02  8.345921748269e+00  
  2.089296130854e+00  8.500000000000e+00  4.215473171707e-02  8.345921695640e+00  
  2.094112455851e+00  8.500000000000e+00  4.215651069508e-02  8.345921642768e+00  
  2.098939883623e+00  8.500000000000e+00  4.215829780886e-02  8.345921589652e+00  
  2.103778439766e+00  8.500000000000e+00  4.216009309525e-02  8.345921536291e+00  
  2.108628149933e+00  8.500000000000e+00  4.216189659129e-02  8.345921482684e+00  
  2.113489039837e+00  8.500000000000e+00  4.216370833416e-02  8.345921428829e+00  
  2.118361135248e+00  8.500000000000e+00  4.216552836122e-02  8.345921374725e+00  
  2.123244462000e+00  8.500000000000e+00  4.216735671000e-02  8.345921320372e+00  
  2.128139045983e+00  8.500000000000e+00  4.216919341819e-02  8.345921265768e+00  
  2.133044913147e+00  8.500000000000e+00  4.217103852363e-02  8.345921210912e+00  
