  Frequency             V(V4:+,V4:-)          V(R2:1,V4:-)          V(R2:2,V3:-)         
  1.386755828872e+00  5.000000000000e+00  2.466973884173e-02  4.909369472859e+00  
  1.389952631213e+00  5.000000000000e+00  2.467020224697e-02  4.909369459157e+00  
  1.393156802945e+00  5.000000000000e+00  2.467066778242e-02  4.909369445392e+00  
  1.396368361056e+00  5.000000000000e+00  2.467113545783e-02  4.909369431564e+00  
  1.399587322573e+00  5.000000000000e+00  2.467160528300e-02  4.909369417671e+00  
  1.402813704562e+00  5.000000000000e+00  2.467207726777e-02  4.909369403715e+00  
  1.406047524130e+00  5.000000000000e+00  2.467255142203e-02  4.909369389694e+00  
  1.409288798422e+00  5.000000000000e+00  2.467302775571e-02  4.909369375608e+00  
  1.412537544623e+00  5.000000000000e+00  2.467350627877e-02  4.909369361457e+00  
  1.415793779957e+00  5.000000000000e+00  2.467398700125e-02  4.909369347241e+00  
  1.419057521689e+00  5.000000000000e+00  2.467446993321e-02  4.909369332960e+00  
  1.422328787123e+00  5.000000000000e+00  2.467495508475e-02  4.909369318612e+00  
  1.425607593602e+00  5.000000000000e+00  2.467544246604e-02  4.909369304199e+00  
  1.428893958511e+00  5.000000000000e+00  2.467593208729e-02  4.909369289718e+00  
  1.432187899274e+00  5.000000000000e+00  2.467642395873e-02  4.909369275171e+00  
  1.435489433354e+00  5.000000000000e+00  2.467691809067e-02  4.909369260557e+00  
  1.438798578256e+00  5.000000000000e+00  2.467741449345e-02  4.909369245875e+00  
  1.442115351525e+00  5.000000000000e+00  2.467791317747e-02  4.909369231126e+00  
  1.445439770746e+00  5.000000000000e+00  2.467841415315e-02  4.909369216308e+00  
  1.448771853545e+00  5.000000000000e+00  2.467891743098e-02  4.909369201422e+00  
  1.452111617588e+00  5.000000000000e+00  2.467942302150e-02  4.909369186467e+00  
  1.455459080582e+00  5.000000000000e+00  2.467993093528e-02  4.909369171444e+00  
  1.458814260275e+00  5.000000000000e+00  2.468044118295e-02  4.909369156351e+00  
  1.462177174457e+00  5.000000000000e+00  2.468095377520e-02  4.909369141188e+00  
  1.465547840956e+00  5.000000000000e+00  2.468146872273e-02  4.909369125955e+00  
  1.468926277644e+00  5.000000000000e+00  2.468198603633e-02  4.909369110652e+00  
  1.472312502433e+00  5.000000000000e+00  2.468250572682e-02  4.909369095278e+00  
  1.475706533276e+00  5.000000000000e+00  2.468302780506e-02  4.909369079834e+00  
  1.479108388168e+00  5.000000000000e+00  2.468355228198e-02  4.909369064318e+00  
  1.482518085146e+00  5.000000000000e+00  2.468407916855e-02  4.909369048730e+00  
  1.485935642287e+00  5.000000000000e+00  2.468460847579e-02  4.909369033071e+00  
  1.489361077711e+00  5.000000000000e+00  2.468514021477e-02  4.909369017339e+00  
  1.492794409579e+00  5.000000000000e+00  2.468567439660e-02  4.909369001535e+00  
  1.496235656094e+00  5.000000000000e+00  2.468621103245e-02  4.909368985657e+00  
  1.499684835502e+00  5.000000000000e+00  2.468675013355e-02  4.909368969707e+00  
  1.503141966090e+00  5.000000000000e+00  2.468729171116e-02  4.909368953682e+00  
  1.506607066187e+00  5.000000000000e+00  2.468783577662e-02  4.909368937584e+00  
  1.510080154164e+00  5.000000000000e+00  2.468838234129e-02  4.909368921412e+00  
  1.513561248436e+00  5.000000000000e+00  2.468893141659e-02  4.909368905165e+00  
  1.517050367459e+00  5.000000000000e+00  2.468948301401e-02  4.909368888842e+00  
  1.520547529732e+00  5.000000000000e+00  2.469003714507e-02  4.909368872445e+00  
  1.524052753797e+00  5.000000000000e+00  2.469059382135e-02  4.909368855972e+00  
  1.527566058238e+00  5.000000000000e+00  2.469115305448e-02  4.909368839423e+00  
  1.531087461682e+00  5.000000000000e+00  2.469171485616e-02  4.909368822797e+00  
  1.534616982799e+00  5.000000000000e+00  2.469227923812e-02  4.909368806095e+00  
  1.538154640303e+00  5.000000000000e+00  2.469284621215e-02  4.909368789315e+00  
  1.541700452950e+00  5.000000000000e+00  2.469341579010e-02  4.909368772458e+00  
  1.545254439538e+00  5.000000000000e+00  2.469398798387e-02  4.909368755524e+00  
  1.548816618912e+00  5.000000000000e+00  2.469456280540e-02  4.909368738511e+00  
  1.552387009958e+00  5.000000000000e+00  2.469514026671e-02  4.909368721419e+00  
  1.555965631605e+00  5.000000000000e+00  2.469572037985e-02  4.909368704249e+00  
  1.559552502827e+00  5.000000000000e+00  2.469630315694e-02  4.909368687000e+00  
  1.563147642641e+00  5.000000000000e+00  2.469688861016e-02  4.909368669670e+00  
  1.566751070108e+00  5.000000000000e+00  2.469747675172e-02  4.909368652261e+00  
  1.570362804334e+00  5.000000000000e+00  2.469806759391e-02  4.909368634772e+00  
  1.573982864466e+00  5.000000000000e+00  2.469866114906e-02  4.909368617201e+00  
  1.577611269699e+00  5.000000000000e+00  2.469925742957e-02  4.909368599550e+00  
  1.581248039270e+00  5.000000000000e+00  2.469985644788e-02  4.909368581817e+00  
  1.584893192461e+00  5.000000000000e+00  2.470045821649e-02  4.909368564003e+00  
  1.588546748598e+00  5.000000000000e+00  2.470106274798e-02  4.909368546106e+00  
  1.592208727051e+00  5.000000000000e+00  2.470167005495e-02  4.909368528126e+00  
  1.595879147237e+00  5.000000000000e+00  2.470228015007e-02  4.909368510064e+00  
  1.599558028615e+00  5.000000000000e+00  2.470289304609e-02  4.909368491918e+00  
  1.603245390690e+00  5.000000000000e+00  2.470350875578e-02  4.909368473688e+00  
  1.606941253013e+00  5.000000000000e+00  2.470412729200e-02  4.909368455375e+00  
  1.610645635178e+00  5.000000000000e+00  2.470474866765e-02  4.909368436976e+00  
  1.614358556826e+00  5.000000000000e+00  2.470537289569e-02  4.909368418493e+00  
  1.618080037643e+00  5.000000000000e+00  2.470599998915e-02  4.909368399925e+00  
  1.621810097359e+00  5.000000000000e+00  2.470662996111e-02  4.909368381270e+00  
  1.625548755750e+00  5.000000000000e+00  2.470726282470e-02  4.909368362530e+00  
  1.629296032640e+00  5.000000000000e+00  2.470789859312e-02  4.909368343703e+00  
  1.633051947894e+00  5.000000000000e+00  2.470853727963e-02  4.909368324790e+00  
  1.636816521428e+00  5.000000000000e+00  2.470917889756e-02  4.909368305789e+00  
  1.640589773200e+00  5.000000000000e+00  2.470982346027e-02  4.909368286700e+00  
  1.644371723215e+00  5.000000000000e+00  2.471047098121e-02  4.909368267523e+00  
  1.648162391525e+00  5.000000000000e+00  2.471112147387e-02  4.909368248258e+00  
  1.651961798229e+00  5.000000000000e+00  2.471177495182e-02  4.909368228903e+00  
  1.655769963470e+00  5.000000000000e+00  2.471243142867e-02  4.909368209460e+00  
  1.659586907438e+00  5.000000000000e+00  2.471309091812e-02  4.909368189926e+00  
  1.663412650370e+00  5.000000000000e+00  2.471375343390e-02  4.909368170303e+00  
  1.667247212551e+00  5.000000000000e+00  2.471441898982e-02  4.909368150589e+00  
  1.671090614311e+00  5.000000000000e+00  2.471508759975e-02  4.909368130784e+00  
  1.674942876026e+00  5.000000000000e+00  2.471575927762e-02  4.909368110887e+00  
  1.678804018123e+00  5.000000000000e+00  2.471643403742e-02  4.909368090899e+00  
  1.682674061070e+00  5.000000000000e+00  2.471711189321e-02  4.909368070818e+00  
  1.686553025389e+00  5.000000000000e+00  2.471779285911e-02  4.909368050645e+00  
  1.690440931643e+00  5.000000000000e+00  2.471847694931e-02  4.909368030378e+00  
  1.694337800447e+00  5.000000000000e+00  2.471916417805e-02  4.909368010018e+00  
  1.698243652462e+00  5.000000000000e+00  2.471985455964e-02  4.909367989564e+00  
  1.702158508395e+00  5.000000000000e+00  2.472054810847e-02  4.909367969016e+00  
  1.706082389003e+00  5.000000000000e+00  2.472124483896e-02  4.909367948373e+00  
  1.710015315090e+00  5.000000000000e+00  2.472194476564e-02  4.909367927634e+00  
  1.713957307508e+00  5.000000000000e+00  2.472264790306e-02  4.909367906800e+00  
  1.717908387158e+00  5.000000000000e+00  2.472335426588e-02  4.909367885870e+00  
  1.721868574986e+00  5.000000000000e+00  2.472406386878e-02  4.909367864843e+00  
  1.725837891990e+00  5.000000000000e+00  2.472477672654e-02  4.909367843719e+00  
  1.729816359215e+00  5.000000000000e+00  2.472549285399e-02  4.909367822497e+00  
  1.733803997754e+00  5.000000000000e+00  2.472621226604e-02  4.909367801178e+00  
  1.737800828749e+00  5.000000000000e+00  2.472693497766e-02  4.909367779760e+00  
  1.741806873392e+00  5.000000000000e+00  2.472766100388e-02  4.909367758243e+00  
  1.745822152920e+00  5.000000000000e+00  2.472839035982e-02  4.909367736627e+00  
  1.749846688625e+00  5.000000000000e+00  2.472912306063e-02  4.909367714911e+00  
  1.753880501842e+00  5.000000000000e+00  2.472985912156e-02  4.909367693095e+00  
  1.757923613959e+00  5.000000000000e+00  2.473059855792e-02  4.909367671178e+00  
  1.761976046412e+00  5.000000000000e+00  2.473134138509e-02  4.909367649160e+00  
  1.766037820686e+00  5.000000000000e+00  2.473208761852e-02  4.909367627041e+00  
  1.770108958317e+00  5.000000000000e+00  2.473283727372e-02  4.909367604819e+00  
  1.774189480890e+00  5.000000000000e+00  2.473359036627e-02  4.909367582495e+00  
  1.778279410039e+00  5.000000000000e+00  2.473434691184e-02  4.909367560067e+00  
  1.782378767448e+00  5.000000000000e+00  2.473510692616e-02  4.909367537536e+00  
  1.786487574852e+00  5.000000000000e+00  2.473587042501e-02  4.909367514902e+00  
  1.790605854035e+00  5.000000000000e+00  2.473663742427e-02  4.909367492162e+00  
  1.794733626833e+00  5.000000000000e+00  2.473740793988e-02  4.909367469318e+00  
  1.798870915129e+00  5.000000000000e+00  2.473818198784e-02  4.909367446368e+00  
  1.803017740860e+00  5.000000000000e+00  2.473895958425e-02  4.909367423313e+00  
  1.807174126011e+00  5.000000000000e+00  2.473974074525e-02  4.909367400151e+00  
  1.811340092620e+00  5.000000000000e+00  2.474052548708e-02  4.909367376882e+00  
  1.815515662773e+00  5.000000000000e+00  2.474131382604e-02  4.909367353505e+00  
  1.819700858610e+00  5.000000000000e+00  2.474210577849e-02  4.909367330021e+00  
  1.823895702320e+00  5.000000000000e+00  2.474290136090e-02  4.909367306428e+00  
  1.828100216143e+00  5.000000000000e+00  2.474370058977e-02  4.909367282727e+00  
  1.832314422371e+00  5.000000000000e+00  2.474450348170e-02  4.909367258916e+00  
  1.836538343348e+00  5.000000000000e+00  2.474531005337e-02  4.909367234995e+00  
  1.840772001469e+00  5.000000000000e+00  2.474612032152e-02  4.909367210964e+00  
  1.845015419179e+00  5.000000000000e+00  2.474693430296e-02  4.909367186822e+00  
  1.849268618978e+00  5.000000000000e+00  2.474775201460e-02  4.909367162568e+00  
  1.853531623415e+00  5.000000000000e+00  2.474857347340e-02  4.909367138202e+00  
  1.857804455092e+00  5.000000000000e+00  2.474939869641e-02  4.909367113724e+00  
  1.862087136663e+00  5.000000000000e+00  2.475022770076e-02  4.909367089133e+00  
  1.866379690835e+00  5.000000000000e+00  2.475106050364e-02  4.909367064429e+00  
  1.870682140366e+00  5.000000000000e+00  2.475189712233e-02  4.909367039610e+00  
  1.874994508067e+00  5.000000000000e+00  2.475273757419e-02  4.909367014677e+00  
  1.879316816803e+00  5.000000000000e+00  2.475358187665e-02  4.909366989629e+00  
  1.883649089490e+00  5.000000000000e+00  2.475443004722e-02  4.909366964465e+00  
  1.887991349096e+00  5.000000000000e+00  2.475528210348e-02  4.909366939185e+00  
  1.892343618645e+00  5.000000000000e+00  2.475613806311e-02  4.909366913788e+00  
  1.896705921211e+00  5.000000000000e+00  2.475699794386e-02  4.909366888274e+00  
  1.901078279923e+00  5.000000000000e+00  2.475786176354e-02  4.909366862643e+00  
  1.905460717963e+00  5.000000000000e+00  2.475872954007e-02  4.909366836893e+00  
  1.909853258566e+00  5.000000000000e+00  2.475960129143e-02  4.909366811024e+00  
  1.914255925021e+00  5.000000000000e+00  2.476047703569e-02  4.909366785036e+00  
  1.918668740670e+00  5.000000000000e+00  2.476135679099e-02  4.909366758927e+00  
  1.923091728910e+00  5.000000000000e+00  2.476224057557e-02  4.909366732699e+00  
  1.927524913191e+00  5.000000000000e+00  2.476312840773e-02  4.909366706349e+00  
  1.931968317017e+00  5.000000000000e+00  2.476402030587e-02  4.909366679878e+00  
  1.936421963947e+00  5.000000000000e+00  2.476491628846e-02  4.909366653284e+00  
  1.940885877593e+00  5.000000000000e+00  2.476581637406e-02  4.909366626568e+00  
  1.945360081623e+00  5.000000000000e+00  2.476672058131e-02  4.909366599728e+00  
  1.949844599758e+00  5.000000000000e+00  2.476762892893e-02  4.909366572764e+00  
  1.954339455775e+00  5.000000000000e+00  2.476854143573e-02  4.909366545676e+00  
  1.958844673506e+00  5.000000000000e+00  2.476945812059e-02  4.909366518463e+00  
  1.963360276836e+00  5.000000000000e+00  2.477037900251e-02  4.909366491125e+00  
  1.967886289707e+00  5.000000000000e+00  2.477130410053e-02  4.909366463660e+00  
  1.972422736115e+00  5.000000000000e+00  2.477223343380e-02  4.909366436068e+00  
  1.976969640112e+00  5.000000000000e+00  2.477316702155e-02  4.909366408349e+00  
  1.981527025805e+00  5.000000000000e+00  2.477410488310e-02  4.909366380503e+00  
  1.986094917357e+00  5.000000000000e+00  2.477504703785e-02  4.909366352527e+00  
  1.990673338987e+00  5.000000000000e+00  2.477599350529e-02  4.909366324423e+00  
  1.995262314969e+00  5.000000000000e+00  2.477694430501e-02  4.909366296188e+00  
  1.999861869633e+00  5.000000000000e+00  2.477789945665e-02  4.909366267824e+00  
  2.004472027365e+00  5.000000000000e+00  2.477885897998e-02  4.909366239328e+00  
  2.009092812609e+00  5.000000000000e+00  2.477982289483e-02  4.909366210701e+00  
  2.013724249862e+00  5.000000000000e+00  2.478079122113e-02  4.909366181942e+00  
  2.018366363682e+00  5.000000000000e+00  2.478176397891e-02  4.909366153050e+00  
  2.023019178678e+00  5.000000000000e+00  2.478274118826e-02  4.909366124025e+00  
  2.027682719521e+00  5.000000000000e+00  2.478372286938e-02  4.909366094865e+00  
  2.032357010936e+00  5.000000000000e+00  2.478470904256e-02  4.909366065571e+00  
  2.037042077706e+00  5.000000000000e+00  2.478569972817e-02  4.909366036142e+00  
  2.041737944669e+00  5.000000000000e+00  2.478669494669e-02  4.909366006578e+00  
  2.046444636725e+00  5.000000000000e+00  2.478769471867e-02  4.909365976876e+00  
  2.051162178826e+00  5.000000000000e+00  2.478869906476e-02  4.909365947038e+00  
  2.055890595984e+00  5.000000000000e+00  2.478970800570e-02  4.909365917061e+00  
  2.060629913270e+00  5.000000000000e+00  2.479072156233e-02  4.909365886947e+00  
  2.065380155810e+00  5.000000000000e+00  2.479173975558e-02  4.909365856693e+00  
  2.070141348791e+00  5.000000000000e+00  2.479276260646e-02  4.909365826300e+00  
  2.074913517455e+00  5.000000000000e+00  2.479379013609e-02  4.909365795767e+00  
  2.079696687104e+00  5.000000000000e+00  2.479482236568e-02  4.909365765092e+00  
  2.084490883097e+00  5.000000000000e+00  2.479585931653e-02  4.909365734276e+00  
  2.089296130854e+00  5.000000000000e+00  2.479690101004e-02  4.909365703318e+00  
  2.094112455851e+00  5.000000000000e+00  2.479794746770e-02  4.909365672217e+00  
  2.098939883623e+00  5.000000000000e+00  2.479899871109e-02  4.909365640972e+00  
  2.103778439766e+00  5.000000000000e+00  2.480005476191e-02  4.909365609583e+00  
  2.108628149933e+00  5.000000000000e+00  2.480111564193e-02  4.909365578049e+00  
  2.113489039837e+00  5.000000000000e+00  2.480218137304e-02  4.909365546370e+00  
  2.118361135248e+00  5.000000000000e+00  2.480325197719e-02  4.909365514544e+00  
  2.123244462000e+00  5.000000000000e+00  2.480432747647e-02  4.909365482572e+00  
  2.128139045983e+00  5.000000000000e+00  2.480540789305e-02  4.909365450452e+00  
  2.133044913147e+00  5.000000000000e+00  2.480649324920e-02  4.909365418183e+00  
