depth[m]	temp[K]
-4.076246e+02	0.000000e+00
-4.086022e+02	0.000000e+00
-4.095797e+02	0.000000e+00
-4.105572e+02	0.000000e+00
-4.115347e+02	0.000000e+00
-4.125122e+02	0.000000e+00
-4.134897e+02	0.000000e+00
-4.144673e+02	0.000000e+00
-4.154448e+02	0.000000e+00
-4.164223e+02	0.000000e+00
-4.173998e+02	0.000000e+00
-4.183773e+02	0.000000e+00
-4.193548e+02	0.000000e+00
-4.203324e+02	0.000000e+00
-4.213099e+02	0.000000e+00
-4.222874e+02	0.000000e+00
-4.232649e+02	0.000000e+00
-4.242424e+02	0.000000e+00
-4.252199e+02	0.000000e+00
-4.261975e+02	0.000000e+00
-4.271750e+02	0.000000e+00
-4.281525e+02	0.000000e+00
-4.291300e+02	0.000000e+00
-4.301075e+02	0.000000e+00
-4.310850e+02	0.000000e+00
-4.320626e+02	0.000000e+00
-4.330401e+02	0.000000e+00
-4.340176e+02	0.000000e+00
-4.349951e+02	0.000000e+00
-4.359726e+02	0.000000e+00
-4.369501e+02	0.000000e+00
-4.379277e+02	0.000000e+00
-4.389052e+02	0.000000e+00
-4.398827e+02	0.000000e+00
-4.408602e+02	0.000000e+00
-4.418377e+02	0.000000e+00
-4.428152e+02	0.000000e+00
-4.437928e+02	0.000000e+00
-4.447703e+02	0.000000e+00
-4.457478e+02	0.000000e+00
-4.467253e+02	0.000000e+00
-4.477028e+02	0.000000e+00
-4.486804e+02	0.000000e+00
-4.496579e+02	0.000000e+00
-4.506354e+02	0.000000e+00
-4.516129e+02	0.000000e+00
-4.525904e+02	0.000000e+00
-4.535679e+02	0.000000e+00
-4.545455e+02	0.000000e+00
-4.555230e+02	0.000000e+00
-4.565005e+02	0.000000e+00
-4.574780e+02	0.000000e+00
-4.584555e+02	0.000000e+00
-4.594330e+02	0.000000e+00
-4.604106e+02	0.000000e+00
-4.613881e+02	0.000000e+00
-4.623656e+02	0.000000e+00
-4.633431e+02	0.000000e+00
-4.643206e+02	0.000000e+00
-4.652981e+02	0.000000e+00
-4.662757e+02	0.000000e+00
-4.672532e+02	0.000000e+00
-4.682307e+02	0.000000e+00
-4.692082e+02	0.000000e+00
-4.701857e+02	0.000000e+00
-4.711632e+02	0.000000e+00
-4.721408e+02	0.000000e+00
-4.731183e+02	0.000000e+00
-4.740958e+02	0.000000e+00
-4.750733e+02	0.000000e+00
-4.760508e+02	0.000000e+00
-4.770283e+02	0.000000e+00
-4.780059e+02	0.000000e+00
-4.789834e+02	0.000000e+00
-4.799609e+02	0.000000e+00
-4.809384e+02	0.000000e+00
-4.819159e+02	0.000000e+00
-4.828935e+02	0.000000e+00
-4.838710e+02	0.000000e+00
-4.848485e+02	0.000000e+00
-4.858260e+02	0.000000e+00
-4.868035e+02	0.000000e+00
-4.877810e+02	0.000000e+00
-4.887586e+02	0.000000e+00
-4.897361e+02	0.000000e+00
-4.907136e+02	0.000000e+00
-4.916911e+02	0.000000e+00
-4.926686e+02	0.000000e+00
-4.936461e+02	0.000000e+00
-4.946237e+02	0.000000e+00
-4.956012e+02	0.000000e+00
-4.965787e+02	0.000000e+00
-4.975562e+02	0.000000e+00
-4.985337e+02	0.000000e+00
-4.995112e+02	0.000000e+00
-5.004888e+02	0.000000e+00
-5.014663e+02	0.000000e+00
-5.024438e+02	0.000000e+00
-5.034213e+02	0.000000e+00
-5.043988e+02	0.000000e+00
-5.053763e+02	0.000000e+00
-5.063539e+02	0.000000e+00
-5.073314e+02	0.000000e+00
-5.083089e+02	0.000000e+00
-5.092864e+02	0.000000e+00
-5.102639e+02	0.000000e+00
-5.112414e+02	0.000000e+00
-5.122190e+02	0.000000e+00
-5.131965e+02	0.000000e+00
-5.141740e+02	0.000000e+00
-5.151515e+02	0.000000e+00
-5.161290e+02	0.000000e+00
-5.171065e+02	0.000000e+00
-5.180841e+02	0.000000e+00
-5.190616e+02	0.000000e+00
-5.200391e+02	0.000000e+00
-5.210166e+02	0.000000e+00
-5.219941e+02	0.000000e+00
-5.229717e+02	0.000000e+00
-5.239492e+02	0.000000e+00
-5.249267e+02	0.000000e+00
-5.259042e+02	0.000000e+00
-5.268817e+02	0.000000e+00
-5.278592e+02	0.000000e+00
-5.288368e+02	0.000000e+00
-5.298143e+02	0.000000e+00
-5.307918e+02	0.000000e+00
-5.317693e+02	0.000000e+00
-5.327468e+02	0.000000e+00
-5.337243e+02	0.000000e+00
-5.347019e+02	0.000000e+00
-5.356794e+02	0.000000e+00
-5.366569e+02	0.000000e+00
-5.376344e+02	0.000000e+00
-5.386119e+02	0.000000e+00
-5.395894e+02	0.000000e+00
-5.405670e+02	0.000000e+00
-5.415445e+02	0.000000e+00
-5.425220e+02	0.000000e+00
-5.434995e+02	0.000000e+00
-5.444770e+02	0.000000e+00
-5.454545e+02	0.000000e+00
-5.464321e+02	0.000000e+00
-5.474096e+02	0.000000e+00
-5.483871e+02	0.000000e+00
-5.493646e+02	0.000000e+00
-5.503421e+02	0.000000e+00
-5.513196e+02	0.000000e+00
-5.522972e+02	0.000000e+00
-5.532747e+02	0.000000e+00
-5.542522e+02	0.000000e+00
-5.552297e+02	0.000000e+00
-5.562072e+02	0.000000e+00
-5.571848e+02	0.000000e+00
-5.581623e+02	0.000000e+00
-5.591398e+02	0.000000e+00
-5.601173e+02	0.000000e+00
-5.610948e+02	0.000000e+00
-5.620723e+02	0.000000e+00
-5.630499e+02	0.000000e+00
-5.640274e+02	0.000000e+00
-5.650049e+02	0.000000e+00
-5.659824e+02	0.000000e+00
-5.669599e+02	0.000000e+00
-5.679374e+02	0.000000e+00
-5.689150e+02	0.000000e+00
-5.698925e+02	0.000000e+00
-5.708700e+02	0.000000e+00
-5.718475e+02	0.000000e+00
-5.728250e+02	0.000000e+00
-5.738025e+02	0.000000e+00
-5.747801e+02	0.000000e+00
-5.757576e+02	0.000000e+00
-5.767351e+02	0.000000e+00
-5.777126e+02	0.000000e+00
-5.786901e+02	0.000000e+00
-5.796676e+02	0.000000e+00
-5.806452e+02	0.000000e+00
-5.816227e+02	0.000000e+00
-5.826002e+02	0.000000e+00
-5.835777e+02	0.000000e+00
-5.845552e+02	0.000000e+00
-5.855327e+02	0.000000e+00
-5.865103e+02	0.000000e+00
-5.874878e+02	0.000000e+00
-5.884653e+02	0.000000e+00
-5.894428e+02	0.000000e+00
-5.904203e+02	0.000000e+00
-5.913978e+02	0.000000e+00
-5.923754e+02	0.000000e+00
-5.933529e+02	0.000000e+00
-5.943304e+02	0.000000e+00
-5.953079e+02	0.000000e+00
-5.962854e+02	0.000000e+00
-5.972630e+02	0.000000e+00
-5.982405e+02	0.000000e+00
-5.992180e+02	0.000000e+00
-6.001955e+02	0.000000e+00
-6.011730e+02	0.000000e+00
-6.021505e+02	0.000000e+00
-6.031281e+02	0.000000e+00
-6.041056e+02	0.000000e+00
-6.050831e+02	0.000000e+00
-6.060606e+02	0.000000e+00
-6.070381e+02	0.000000e+00
-6.080156e+02	0.000000e+00
-6.089932e+02	0.000000e+00
-6.099707e+02	0.000000e+00
-6.109482e+02	0.000000e+00
-6.119257e+02	0.000000e+00
-6.129032e+02	0.000000e+00
-6.138807e+02	0.000000e+00
-6.148583e+02	0.000000e+00
-6.158358e+02	0.000000e+00
-6.168133e+02	0.000000e+00
-6.177908e+02	0.000000e+00
-6.187683e+02	0.000000e+00
-6.197458e+02	0.000000e+00
-6.207234e+02	0.000000e+00
-6.217009e+02	0.000000e+00
-6.226784e+02	0.000000e+00
-6.236559e+02	0.000000e+00
-6.246334e+02	0.000000e+00
-6.256109e+02	0.000000e+00
-6.265885e+02	0.000000e+00
-6.275660e+02	0.000000e+00
-6.285435e+02	0.000000e+00
-6.295210e+02	0.000000e+00
-6.304985e+02	0.000000e+00
-6.314761e+02	0.000000e+00
-6.324536e+02	0.000000e+00
-6.334311e+02	0.000000e+00
-6.344086e+02	0.000000e+00
-6.353861e+02	0.000000e+00
-6.363636e+02	0.000000e+00
-6.373412e+02	0.000000e+00
-6.383187e+02	0.000000e+00
-6.392962e+02	0.000000e+00
-6.402737e+02	0.000000e+00
-6.412512e+02	0.000000e+00
-6.422287e+02	0.000000e+00
-6.432063e+02	0.000000e+00
-6.441838e+02	0.000000e+00
-6.451613e+02	0.000000e+00
-6.461388e+02	0.000000e+00
-6.471163e+02	0.000000e+00
-6.480938e+02	0.000000e+00
-6.490714e+02	0.000000e+00
-6.500489e+02	0.000000e+00
-6.510264e+02	0.000000e+00
-6.520039e+02	0.000000e+00
-6.529814e+02	0.000000e+00
-6.539589e+02	0.000000e+00
-6.549365e+02	0.000000e+00
-6.559140e+02	0.000000e+00
-6.568915e+02	0.000000e+00
-6.578690e+02	0.000000e+00
-6.588465e+02	0.000000e+00
-6.598240e+02	0.000000e+00
-6.608016e+02	0.000000e+00
-6.617791e+02	0.000000e+00
-6.627566e+02	0.000000e+00
-6.637341e+02	0.000000e+00
-6.647116e+02	0.000000e+00
-6.656891e+02	0.000000e+00
-6.666667e+02	0.000000e+00
-6.676442e+02	0.000000e+00
-6.686217e+02	0.000000e+00
-6.695992e+02	0.000000e+00
-6.705767e+02	0.000000e+00
-6.715543e+02	0.000000e+00
-6.725318e+02	0.000000e+00
-6.735093e+02	0.000000e+00
-6.744868e+02	0.000000e+00
-6.754643e+02	0.000000e+00
-6.764418e+02	0.000000e+00
-6.774194e+02	0.000000e+00
-6.783969e+02	0.000000e+00
-6.793744e+02	0.000000e+00
-6.803519e+02	0.000000e+00
-6.813294e+02	0.000000e+00
-6.823069e+02	0.000000e+00
-6.832845e+02	0.000000e+00
-6.842620e+02	0.000000e+00
-6.852395e+02	0.000000e+00
-6.862170e+02	0.000000e+00
-6.871945e+02	0.000000e+00
-6.881720e+02	0.000000e+00
-6.891496e+02	0.000000e+00
-6.901271e+02	0.000000e+00
-6.911046e+02	0.000000e+00
-6.920821e+02	0.000000e+00
-6.930596e+02	0.000000e+00
-6.940371e+02	0.000000e+00
-6.950147e+02	0.000000e+00
-6.959922e+02	0.000000e+00
-6.969697e+02	0.000000e+00
-6.979472e+02	0.000000e+00
-6.989247e+02	0.000000e+00
-6.999022e+02	0.000000e+00
-7.008798e+02	0.000000e+00
-7.018573e+02	0.000000e+00
-7.028348e+02	0.000000e+00
-7.038123e+02	0.000000e+00
-7.047898e+02	0.000000e+00
-7.057674e+02	0.000000e+00
-7.067449e+02	0.000000e+00
-7.077224e+02	0.000000e+00
-7.086999e+02	0.000000e+00
-7.096774e+02	0.000000e+00
-7.106549e+02	0.000000e+00
-7.116325e+02	0.000000e+00
-7.126100e+02	0.000000e+00
-7.135875e+02	0.000000e+00
-7.145650e+02	0.000000e+00
-7.155425e+02	0.000000e+00
-7.165200e+02	0.000000e+00
-7.174976e+02	0.000000e+00
-7.184751e+02	0.000000e+00
-7.194526e+02	0.000000e+00
-7.204301e+02	0.000000e+00
-7.214076e+02	0.000000e+00
-7.223851e+02	0.000000e+00
-7.233627e+02	0.000000e+00
-7.243402e+02	0.000000e+00
-7.253177e+02	0.000000e+00
-7.262952e+02	0.000000e+00
-7.272727e+02	0.000000e+00
-7.282502e+02	0.000000e+00
-7.292278e+02	0.000000e+00
-7.302053e+02	0.000000e+00
-7.311828e+02	0.000000e+00
-7.321603e+02	0.000000e+00
-7.331378e+02	0.000000e+00
-7.341153e+02	0.000000e+00
-7.350929e+02	0.000000e+00
-7.360704e+02	0.000000e+00
-7.370479e+02	0.000000e+00
-7.380254e+02	0.000000e+00
-7.390029e+02	0.000000e+00
-7.399804e+02	0.000000e+00
-7.409580e+02	0.000000e+00
-7.419355e+02	0.000000e+00
-7.429130e+02	0.000000e+00
-7.438905e+02	0.000000e+00
-7.448680e+02	0.000000e+00
-7.458456e+02	0.000000e+00
-7.468231e+02	0.000000e+00
-7.478006e+02	0.000000e+00
-7.487781e+02	0.000000e+00
-7.497556e+02	0.000000e+00
-7.507331e+02	0.000000e+00
-7.517107e+02	0.000000e+00
-7.526882e+02	0.000000e+00
-7.536657e+02	0.000000e+00
-7.546432e+02	0.000000e+00
-7.556207e+02	0.000000e+00
-7.565982e+02	0.000000e+00
-7.575758e+02	0.000000e+00
-7.585533e+02	0.000000e+00
-7.595308e+02	0.000000e+00
-7.605083e+02	0.000000e+00
-7.614858e+02	0.000000e+00
-7.624633e+02	0.000000e+00
-7.634409e+02	0.000000e+00
-7.644184e+02	0.000000e+00
-7.653959e+02	0.000000e+00
-7.663734e+02	0.000000e+00
-7.673509e+02	0.000000e+00
-7.683284e+02	0.000000e+00
-7.693060e+02	0.000000e+00
-7.702835e+02	0.000000e+00
-7.712610e+02	0.000000e+00
-7.722385e+02	0.000000e+00
-7.732160e+02	0.000000e+00
-7.741935e+02	0.000000e+00
-7.751711e+02	0.000000e+00
-7.761486e+02	0.000000e+00
-7.771261e+02	0.000000e+00
-7.781036e+02	0.000000e+00
-7.790811e+02	0.000000e+00
-7.800587e+02	0.000000e+00
-7.810362e+02	0.000000e+00
-7.820137e+02	0.000000e+00
-7.829912e+02	0.000000e+00
-7.839687e+02	0.000000e+00
-7.849462e+02	0.000000e+00
-7.859238e+02	0.000000e+00
-7.869013e+02	0.000000e+00
-7.878788e+02	0.000000e+00
-7.888563e+02	0.000000e+00
-7.898338e+02	0.000000e+00
-7.908113e+02	0.000000e+00
-7.917889e+02	0.000000e+00
-7.927664e+02	0.000000e+00
-7.937439e+02	0.000000e+00
-7.947214e+02	0.000000e+00
-7.956989e+02	0.000000e+00
-7.966764e+02	0.000000e+00
-7.976540e+02	0.000000e+00
-7.986315e+02	0.000000e+00
-7.996090e+02	0.000000e+00
-8.005865e+02	0.000000e+00
-8.015640e+02	0.000000e+00
