depth[m]	temp[K]
-8.025415e+02	0.000000e+00
-8.035191e+02	0.000000e+00
-8.044966e+02	0.000000e+00
-8.054741e+02	0.000000e+00
-8.064516e+02	0.000000e+00
-8.074291e+02	0.000000e+00
-8.084066e+02	0.000000e+00
-8.093842e+02	0.000000e+00
-8.103617e+02	0.000000e+00
-8.113392e+02	0.000000e+00
-8.123167e+02	0.000000e+00
-8.132942e+02	0.000000e+00
-8.142717e+02	0.000000e+00
-8.152493e+02	0.000000e+00
-8.162268e+02	0.000000e+00
-8.172043e+02	0.000000e+00
-8.181818e+02	0.000000e+00
-8.191593e+02	0.000000e+00
-8.201369e+02	0.000000e+00
-8.211144e+02	0.000000e+00
-8.220919e+02	0.000000e+00
-8.230694e+02	0.000000e+00
-8.240469e+02	0.000000e+00
-8.250244e+02	0.000000e+00
-8.260020e+02	0.000000e+00
-8.269795e+02	0.000000e+00
-8.279570e+02	0.000000e+00
-8.289345e+02	0.000000e+00
-8.299120e+02	0.000000e+00
-8.308895e+02	0.000000e+00
-8.318671e+02	0.000000e+00
-8.328446e+02	0.000000e+00
-8.338221e+02	0.000000e+00
-8.347996e+02	0.000000e+00
-8.357771e+02	0.000000e+00
-8.367546e+02	0.000000e+00
-8.377322e+02	0.000000e+00
-8.387097e+02	0.000000e+00
-8.396872e+02	0.000000e+00
-8.406647e+02	0.000000e+00
-8.416422e+02	0.000000e+00
-8.426197e+02	0.000000e+00
-8.435973e+02	0.000000e+00
-8.445748e+02	0.000000e+00
-8.455523e+02	0.000000e+00
-8.465298e+02	0.000000e+00
-8.475073e+02	0.000000e+00
-8.484848e+02	0.000000e+00
-8.494624e+02	0.000000e+00
-8.504399e+02	0.000000e+00
-8.514174e+02	0.000000e+00
-8.523949e+02	0.000000e+00
-8.533724e+02	0.000000e+00
-8.543500e+02	0.000000e+00
-8.553275e+02	0.000000e+00
-8.563050e+02	0.000000e+00
-8.572825e+02	0.000000e+00
-8.582600e+02	0.000000e+00
-8.592375e+02	0.000000e+00
-8.602151e+02	0.000000e+00
-8.611926e+02	0.000000e+00
-8.621701e+02	0.000000e+00
-8.631476e+02	0.000000e+00
-8.641251e+02	0.000000e+00
-8.651026e+02	0.000000e+00
-8.660802e+02	0.000000e+00
-8.670577e+02	0.000000e+00
-8.680352e+02	0.000000e+00
-8.690127e+02	0.000000e+00
-8.699902e+02	0.000000e+00
-8.709677e+02	0.000000e+00
-8.719453e+02	0.000000e+00
-8.729228e+02	0.000000e+00
-8.739003e+02	0.000000e+00
-8.748778e+02	0.000000e+00
-8.758553e+02	0.000000e+00
-8.768328e+02	0.000000e+00
-8.778104e+02	0.000000e+00
-8.787879e+02	0.000000e+00
-8.797654e+02	0.000000e+00
-8.807429e+02	0.000000e+00
-8.817204e+02	0.000000e+00
-8.826979e+02	0.000000e+00
-8.836755e+02	0.000000e+00
-8.846530e+02	0.000000e+00
-8.856305e+02	0.000000e+00
-8.866080e+02	0.000000e+00
-8.875855e+02	0.000000e+00
-8.885630e+02	0.000000e+00
-8.895406e+02	0.000000e+00
-8.905181e+02	0.000000e+00
-8.914956e+02	0.000000e+00
-8.924731e+02	0.000000e+00
-8.934506e+02	0.000000e+00
-8.944282e+02	0.000000e+00
-8.954057e+02	0.000000e+00
-8.963832e+02	0.000000e+00
-8.973607e+02	0.000000e+00
-8.983382e+02	0.000000e+00
-8.993157e+02	0.000000e+00
-9.002933e+02	0.000000e+00
-9.012708e+02	0.000000e+00
-9.022483e+02	0.000000e+00
-9.032258e+02	0.000000e+00
-9.042033e+02	0.000000e+00
-9.051808e+02	0.000000e+00
-9.061584e+02	0.000000e+00
-9.071359e+02	0.000000e+00
-9.081134e+02	0.000000e+00
-9.090909e+02	0.000000e+00
-9.100684e+02	0.000000e+00
-9.110459e+02	0.000000e+00
-9.120235e+02	0.000000e+00
-9.130010e+02	0.000000e+00
-9.139785e+02	0.000000e+00
-9.149560e+02	0.000000e+00
-9.159335e+02	0.000000e+00
-9.169110e+02	0.000000e+00
-9.178886e+02	0.000000e+00
-9.188661e+02	0.000000e+00
-9.198436e+02	0.000000e+00
-9.208211e+02	0.000000e+00
-9.217986e+02	0.000000e+00
-9.227761e+02	0.000000e+00
-9.237537e+02	0.000000e+00
-9.247312e+02	0.000000e+00
-9.257087e+02	0.000000e+00
-9.266862e+02	0.000000e+00
-9.276637e+02	0.000000e+00
-9.286413e+02	0.000000e+00
-9.296188e+02	0.000000e+00
-9.305963e+02	0.000000e+00
-9.315738e+02	0.000000e+00
-9.325513e+02	0.000000e+00
-9.335288e+02	0.000000e+00
-9.345064e+02	0.000000e+00
-9.354839e+02	0.000000e+00
-9.364614e+02	0.000000e+00
-9.374389e+02	0.000000e+00
-9.384164e+02	0.000000e+00
-9.393939e+02	0.000000e+00
-9.403715e+02	0.000000e+00
-9.413490e+02	0.000000e+00
-9.423265e+02	0.000000e+00
-9.433040e+02	0.000000e+00
-9.442815e+02	0.000000e+00
-9.452590e+02	0.000000e+00
-9.462366e+02	0.000000e+00
-9.472141e+02	0.000000e+00
-9.481916e+02	0.000000e+00
-9.491691e+02	0.000000e+00
-9.501466e+02	0.000000e+00
-9.511241e+02	0.000000e+00
-9.521017e+02	0.000000e+00
-9.530792e+02	0.000000e+00
-9.540567e+02	0.000000e+00
-9.550342e+02	0.000000e+00
-9.560117e+02	0.000000e+00
-9.569892e+02	0.000000e+00
-9.579668e+02	0.000000e+00
-9.589443e+02	0.000000e+00
-9.599218e+02	0.000000e+00
-9.608993e+02	0.000000e+00
-9.618768e+02	0.000000e+00
-9.628543e+02	0.000000e+00
-9.638319e+02	0.000000e+00
-9.648094e+02	0.000000e+00
-9.657869e+02	0.000000e+00
-9.667644e+02	0.000000e+00
-9.677419e+02	0.000000e+00
-9.687195e+02	0.000000e+00
-9.696970e+02	0.000000e+00
-9.706745e+02	0.000000e+00
-9.716520e+02	0.000000e+00
-9.726295e+02	0.000000e+00
-9.736070e+02	0.000000e+00
-9.745846e+02	0.000000e+00
-9.755621e+02	0.000000e+00
-9.765396e+02	0.000000e+00
-9.775171e+02	0.000000e+00
-9.784946e+02	0.000000e+00
-9.794721e+02	0.000000e+00
-9.804497e+02	0.000000e+00
-9.814272e+02	0.000000e+00
-9.824047e+02	0.000000e+00
-9.833822e+02	0.000000e+00
-9.843597e+02	0.000000e+00
-9.853372e+02	0.000000e+00
-9.863148e+02	0.000000e+00
-9.872923e+02	0.000000e+00
-9.882698e+02	0.000000e+00
-9.892473e+02	0.000000e+00
-9.902248e+02	0.000000e+00
-9.912023e+02	0.000000e+00
-9.921799e+02	0.000000e+00
-9.931574e+02	0.000000e+00
-9.941349e+02	0.000000e+00
-9.951124e+02	0.000000e+00
-9.960899e+02	0.000000e+00
-9.970674e+02	0.000000e+00
-9.980450e+02	0.000000e+00
-9.990225e+02	0.000000e+00
-1.000000e+03	0.000000e+00
